income_group,target_pop,hs_constraints,vaccine_doses,vaccine,max_coverage,age_groups_covered,age_groups_covered_d3,vacc_start,dt,repetition,seeding_cases,variant_fold_reduction,dose_3_fold_increase,vacc_per_week,ab_model_infection,period_s,t_period_l,t_d3,scenario,name,strategy
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,9,1/1/2021,0.5,10,10,1,6,0.015,TRUE,150,200,240,20,rq1_lmic_abmodel_1,realistic
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,9,1/1/2021,0.5,11,10,1,6,0.015,TRUE,250,365,240,21,rq1_lmic_abmodel_1,realistic
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,9,1/1/2021,0.5,11,10,1,6,0.015,TRUE,150,200,240,22,rq1_lmic_abmodel_1,realistic
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,9,1/1/2021,0.5,12,10,1,6,0.015,TRUE,250,365,240,23,rq1_lmic_abmodel_1,realistic
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,9,1/1/2021,0.5,12,10,1,6,0.015,TRUE,150,200,240,24,rq1_lmic_abmodel_1,realistic
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,9,1/1/2021,0.5,13,10,1,6,0.015,TRUE,250,365,240,25,rq1_lmic_abmodel_1,realistic
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,9,1/1/2021,0.5,13,10,1,6,0.015,TRUE,150,200,240,26,rq1_lmic_abmodel_1,realistic
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,9,1/1/2021,0.5,14,10,1,6,0.015,TRUE,250,365,240,27,rq1_lmic_abmodel_1,realistic
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,9,1/1/2021,0.5,14,10,1,6,0.015,TRUE,150,200,240,28,rq1_lmic_abmodel_1,realistic
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,9,1/1/2021,0.5,15,10,1,6,0.015,TRUE,250,365,240,29,rq1_lmic_abmodel_1,realistic
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,9,1/1/2021,0.5,15,10,1,6,0.015,TRUE,150,200,240,30,rq1_lmic_abmodel_1,realistic
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,9,1/1/2021,0.5,16,10,1,6,0.015,TRUE,250,365,240,31,rq1_lmic_abmodel_1,realistic
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,9,1/1/2021,0.5,16,10,1,6,0.015,TRUE,150,200,240,32,rq1_lmic_abmodel_1,realistic
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,9,1/1/2021,0.5,17,10,1,6,0.015,TRUE,250,365,240,33,rq1_lmic_abmodel_1,realistic
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,9,1/1/2021,0.5,17,10,1,6,0.015,TRUE,150,200,240,34,rq1_lmic_abmodel_1,realistic
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,9,1/1/2021,0.5,18,10,1,6,0.015,TRUE,250,365,240,35,rq1_lmic_abmodel_1,realistic
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,9,1/1/2021,0.5,18,10,1,6,0.015,TRUE,150,200,240,36,rq1_lmic_abmodel_1,realistic
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,9,1/1/2021,0.5,19,10,1,6,0.015,TRUE,250,365,240,37,rq1_lmic_abmodel_1,realistic
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,9,1/1/2021,0.5,19,10,1,6,0.015,TRUE,150,200,240,38,rq1_lmic_abmodel_1,realistic
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,9,1/1/2021,0.5,20,10,1,6,0.015,TRUE,250,365,240,39,rq1_lmic_abmodel_1,realistic
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,9,1/1/2021,0.5,20,10,1,6,0.015,TRUE,150,200,240,40,rq1_lmic_abmodel_1,realistic
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,5,1/1/2021,0.5,1,10,1,6,0.015,TRUE,250,365,240,41,rq1_lmic_abmodel_1,realistic
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,5,1/1/2021,0.5,1,10,1,6,0.015,TRUE,150,200,240,42,rq1_lmic_abmodel_1,realistic
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,5,1/1/2021,0.5,2,10,1,6,0.015,TRUE,250,365,240,43,rq1_lmic_abmodel_1,realistic
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,5,1/1/2021,0.5,2,10,1,6,0.015,TRUE,150,200,240,44,rq1_lmic_abmodel_1,realistic
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,5,1/1/2021,0.5,3,10,1,6,0.015,TRUE,250,365,240,45,rq1_lmic_abmodel_1,realistic
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,5,1/1/2021,0.5,3,10,1,6,0.015,TRUE,150,200,240,46,rq1_lmic_abmodel_1,realistic
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,5,1/1/2021,0.5,4,10,1,6,0.015,TRUE,250,365,240,47,rq1_lmic_abmodel_1,realistic
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,5,1/1/2021,0.5,4,10,1,6,0.015,TRUE,150,200,240,48,rq1_lmic_abmodel_1,realistic
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,5,1/1/2021,0.5,5,10,1,6,0.015,TRUE,250,365,240,49,rq1_lmic_abmodel_1,realistic
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,5,1/1/2021,0.5,5,10,1,6,0.015,TRUE,150,200,240,50,rq1_lmic_abmodel_1,realistic
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,5,1/1/2021,0.5,6,10,1,6,0.015,TRUE,250,365,240,51,rq1_lmic_abmodel_1,realistic
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,5,1/1/2021,0.5,6,10,1,6,0.015,TRUE,150,200,240,52,rq1_lmic_abmodel_1,realistic
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,5,1/1/2021,0.5,7,10,1,6,0.015,TRUE,250,365,240,53,rq1_lmic_abmodel_1,realistic
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,5,1/1/2021,0.5,7,10,1,6,0.015,TRUE,150,200,240,54,rq1_lmic_abmodel_1,realistic
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,5,1/1/2021,0.5,8,10,1,6,0.015,TRUE,250,365,240,55,rq1_lmic_abmodel_1,realistic
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,5,1/1/2021,0.5,8,10,1,6,0.015,TRUE,150,200,240,56,rq1_lmic_abmodel_1,realistic
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,5,1/1/2021,0.5,9,10,1,6,0.015,TRUE,250,365,240,57,rq1_lmic_abmodel_1,realistic
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,5,1/1/2021,0.5,9,10,1,6,0.015,TRUE,150,200,240,58,rq1_lmic_abmodel_1,realistic
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,5,1/1/2021,0.5,10,10,1,6,0.015,TRUE,250,365,240,59,rq1_lmic_abmodel_1,realistic
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,5,1/1/2021,0.5,10,10,1,6,0.015,TRUE,150,200,240,60,rq1_lmic_abmodel_1,realistic
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,5,1/1/2021,0.5,11,10,1,6,0.015,TRUE,250,365,240,61,rq1_lmic_abmodel_1,realistic
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,5,1/1/2021,0.5,11,10,1,6,0.015,TRUE,150,200,240,62,rq1_lmic_abmodel_1,realistic
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,5,1/1/2021,0.5,12,10,1,6,0.015,TRUE,250,365,240,63,rq1_lmic_abmodel_1,realistic
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,5,1/1/2021,0.5,12,10,1,6,0.015,TRUE,150,200,240,64,rq1_lmic_abmodel_1,realistic
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,5,1/1/2021,0.5,13,10,1,6,0.015,TRUE,250,365,240,65,rq1_lmic_abmodel_1,realistic
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,5,1/1/2021,0.5,13,10,1,6,0.015,TRUE,150,200,240,66,rq1_lmic_abmodel_1,realistic
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,5,1/1/2021,0.5,14,10,1,6,0.015,TRUE,250,365,240,67,rq1_lmic_abmodel_1,realistic
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,5,1/1/2021,0.5,14,10,1,6,0.015,TRUE,150,200,240,68,rq1_lmic_abmodel_1,realistic
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,5,1/1/2021,0.5,15,10,1,6,0.015,TRUE,250,365,240,69,rq1_lmic_abmodel_1,realistic
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,5,1/1/2021,0.5,15,10,1,6,0.015,TRUE,150,200,240,70,rq1_lmic_abmodel_1,realistic
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,5,1/1/2021,0.5,16,10,1,6,0.015,TRUE,250,365,240,71,rq1_lmic_abmodel_1,realistic
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,5,1/1/2021,0.5,16,10,1,6,0.015,TRUE,150,200,240,72,rq1_lmic_abmodel_1,realistic
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,5,1/1/2021,0.5,17,10,1,6,0.015,TRUE,250,365,240,73,rq1_lmic_abmodel_1,realistic
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,5,1/1/2021,0.5,17,10,1,6,0.015,TRUE,150,200,240,74,rq1_lmic_abmodel_1,realistic
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,5,1/1/2021,0.5,18,10,1,6,0.015,TRUE,250,365,240,75,rq1_lmic_abmodel_1,realistic
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,5,1/1/2021,0.5,18,10,1,6,0.015,TRUE,150,200,240,76,rq1_lmic_abmodel_1,realistic
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,5,1/1/2021,0.5,19,10,1,6,0.015,TRUE,250,365,240,77,rq1_lmic_abmodel_1,realistic
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,5,1/1/2021,0.5,19,10,1,6,0.015,TRUE,150,200,240,78,rq1_lmic_abmodel_1,realistic
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,5,1/1/2021,0.5,20,10,1,6,0.015,TRUE,250,365,240,79,rq1_lmic_abmodel_1,realistic
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,5,1/1/2021,0.5,20,10,1,6,0.015,TRUE,150,200,240,80,rq1_lmic_abmodel_1,realistic
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,9,1/1/2021,0.5,1,10,1,6,0.015,TRUE,250,365,240,81,rq1_lmic_abmodel_1,realistic
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,9,1/1/2021,0.5,1,10,1,6,0.015,TRUE,150,200,240,82,rq1_lmic_abmodel_1,realistic
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,9,1/1/2021,0.5,2,10,1,6,0.015,TRUE,250,365,240,83,rq1_lmic_abmodel_1,realistic
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,9,1/1/2021,0.5,2,10,1,6,0.015,TRUE,150,200,240,84,rq1_lmic_abmodel_1,realistic
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,9,1/1/2021,0.5,3,10,1,6,0.015,TRUE,250,365,240,85,rq1_lmic_abmodel_1,realistic
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,9,1/1/2021,0.5,3,10,1,6,0.015,TRUE,150,200,240,86,rq1_lmic_abmodel_1,realistic
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,9,1/1/2021,0.5,4,10,1,6,0.015,TRUE,250,365,240,87,rq1_lmic_abmodel_1,realistic
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,9,1/1/2021,0.5,4,10,1,6,0.015,TRUE,150,200,240,88,rq1_lmic_abmodel_1,realistic
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,9,1/1/2021,0.5,5,10,1,6,0.015,TRUE,250,365,240,89,rq1_lmic_abmodel_1,realistic
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,9,1/1/2021,0.5,5,10,1,6,0.015,TRUE,150,200,240,90,rq1_lmic_abmodel_1,realistic
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,9,1/1/2021,0.5,6,10,1,6,0.015,TRUE,250,365,240,91,rq1_lmic_abmodel_1,realistic
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,9,1/1/2021,0.5,6,10,1,6,0.015,TRUE,150,200,240,92,rq1_lmic_abmodel_1,realistic
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,9,1/1/2021,0.5,7,10,1,6,0.015,TRUE,250,365,240,93,rq1_lmic_abmodel_1,realistic
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,9,1/1/2021,0.5,7,10,1,6,0.015,TRUE,150,200,240,94,rq1_lmic_abmodel_1,realistic
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,9,1/1/2021,0.5,8,10,1,6,0.015,TRUE,250,365,240,95,rq1_lmic_abmodel_1,realistic
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,9,1/1/2021,0.5,8,10,1,6,0.015,TRUE,150,200,240,96,rq1_lmic_abmodel_1,realistic
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,9,1/1/2021,0.5,9,10,1,6,0.015,TRUE,250,365,240,97,rq1_lmic_abmodel_1,realistic
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,9,1/1/2021,0.5,9,10,1,6,0.015,TRUE,150,200,240,98,rq1_lmic_abmodel_1,realistic
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,9,1/1/2021,0.5,10,10,1,6,0.015,TRUE,250,365,240,99,rq1_lmic_abmodel_1,realistic
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,9,1/1/2021,0.5,10,10,1,6,0.015,TRUE,150,200,240,100,rq1_lmic_abmodel_1,realistic
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,9,1/1/2021,0.5,11,10,1,6,0.015,TRUE,250,365,240,101,rq1_lmic_abmodel_1,realistic
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,9,1/1/2021,0.5,11,10,1,6,0.015,TRUE,150,200,240,102,rq1_lmic_abmodel_1,realistic
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,9,1/1/2021,0.5,12,10,1,6,0.015,TRUE,250,365,240,103,rq1_lmic_abmodel_1,realistic
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,9,1/1/2021,0.5,12,10,1,6,0.015,TRUE,150,200,240,104,rq1_lmic_abmodel_1,realistic
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,9,1/1/2021,0.5,13,10,1,6,0.015,TRUE,250,365,240,105,rq1_lmic_abmodel_1,realistic
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,9,1/1/2021,0.5,13,10,1,6,0.015,TRUE,150,200,240,106,rq1_lmic_abmodel_1,realistic
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,9,1/1/2021,0.5,14,10,1,6,0.015,TRUE,250,365,240,107,rq1_lmic_abmodel_1,realistic
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,9,1/1/2021,0.5,14,10,1,6,0.015,TRUE,150,200,240,108,rq1_lmic_abmodel_1,realistic
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,9,1/1/2021,0.5,15,10,1,6,0.015,TRUE,250,365,240,109,rq1_lmic_abmodel_1,realistic
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,9,1/1/2021,0.5,15,10,1,6,0.015,TRUE,150,200,240,110,rq1_lmic_abmodel_1,realistic
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,9,1/1/2021,0.5,16,10,1,6,0.015,TRUE,250,365,240,111,rq1_lmic_abmodel_1,realistic
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,9,1/1/2021,0.5,16,10,1,6,0.015,TRUE,150,200,240,112,rq1_lmic_abmodel_1,realistic
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,9,1/1/2021,0.5,17,10,1,6,0.015,TRUE,250,365,240,113,rq1_lmic_abmodel_1,realistic
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,9,1/1/2021,0.5,17,10,1,6,0.015,TRUE,150,200,240,114,rq1_lmic_abmodel_1,realistic
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,9,1/1/2021,0.5,18,10,1,6,0.015,TRUE,250,365,240,115,rq1_lmic_abmodel_1,realistic
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,9,1/1/2021,0.5,18,10,1,6,0.015,TRUE,150,200,240,116,rq1_lmic_abmodel_1,realistic
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,9,1/1/2021,0.5,19,10,1,6,0.015,TRUE,250,365,240,117,rq1_lmic_abmodel_1,realistic
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,9,1/1/2021,0.5,19,10,1,6,0.015,TRUE,150,200,240,118,rq1_lmic_abmodel_1,realistic
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,9,1/1/2021,0.5,20,10,1,6,0.015,TRUE,250,365,240,119,rq1_lmic_abmodel_1,realistic
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,9,1/1/2021,0.5,20,10,1,6,0.015,TRUE,150,200,240,120,rq1_lmic_abmodel_1,realistic
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,5,1/1/2021,0.5,1,10,1,6,0.015,TRUE,250,365,240,121,rq1_lmic_abmodel_1,realistic
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,5,1/1/2021,0.5,1,10,1,6,0.015,TRUE,150,200,240,122,rq1_lmic_abmodel_1,realistic
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,5,1/1/2021,0.5,2,10,1,6,0.015,TRUE,250,365,240,123,rq1_lmic_abmodel_1,realistic
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,5,1/1/2021,0.5,2,10,1,6,0.015,TRUE,150,200,240,124,rq1_lmic_abmodel_1,realistic
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,5,1/1/2021,0.5,3,10,1,6,0.015,TRUE,250,365,240,125,rq1_lmic_abmodel_1,realistic
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,5,1/1/2021,0.5,3,10,1,6,0.015,TRUE,150,200,240,126,rq1_lmic_abmodel_1,realistic
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,5,1/1/2021,0.5,4,10,1,6,0.015,TRUE,250,365,240,127,rq1_lmic_abmodel_1,realistic
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,5,1/1/2021,0.5,4,10,1,6,0.015,TRUE,150,200,240,128,rq1_lmic_abmodel_1,realistic
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,5,1/1/2021,0.5,5,10,1,6,0.015,TRUE,250,365,240,129,rq1_lmic_abmodel_1,realistic
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,5,1/1/2021,0.5,5,10,1,6,0.015,TRUE,150,200,240,130,rq1_lmic_abmodel_1,realistic
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,5,1/1/2021,0.5,6,10,1,6,0.015,TRUE,250,365,240,131,rq1_lmic_abmodel_1,realistic
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,5,1/1/2021,0.5,6,10,1,6,0.015,TRUE,150,200,240,132,rq1_lmic_abmodel_1,realistic
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,5,1/1/2021,0.5,7,10,1,6,0.015,TRUE,250,365,240,133,rq1_lmic_abmodel_1,realistic
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,5,1/1/2021,0.5,7,10,1,6,0.015,TRUE,150,200,240,134,rq1_lmic_abmodel_1,realistic
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,5,1/1/2021,0.5,8,10,1,6,0.015,TRUE,250,365,240,135,rq1_lmic_abmodel_1,realistic
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,5,1/1/2021,0.5,8,10,1,6,0.015,TRUE,150,200,240,136,rq1_lmic_abmodel_1,realistic
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,5,1/1/2021,0.5,9,10,1,6,0.015,TRUE,250,365,240,137,rq1_lmic_abmodel_1,realistic
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,5,1/1/2021,0.5,9,10,1,6,0.015,TRUE,150,200,240,138,rq1_lmic_abmodel_1,realistic
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,5,1/1/2021,0.5,10,10,1,6,0.015,TRUE,250,365,240,139,rq1_lmic_abmodel_1,realistic
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,5,1/1/2021,0.5,10,10,1,6,0.015,TRUE,150,200,240,140,rq1_lmic_abmodel_1,realistic
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,5,1/1/2021,0.5,11,10,1,6,0.015,TRUE,250,365,240,141,rq1_lmic_abmodel_1,realistic
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,5,1/1/2021,0.5,11,10,1,6,0.015,TRUE,150,200,240,142,rq1_lmic_abmodel_1,realistic
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,5,1/1/2021,0.5,12,10,1,6,0.015,TRUE,250,365,240,143,rq1_lmic_abmodel_1,realistic
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,5,1/1/2021,0.5,12,10,1,6,0.015,TRUE,150,200,240,144,rq1_lmic_abmodel_1,realistic
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,5,1/1/2021,0.5,13,10,1,6,0.015,TRUE,250,365,240,145,rq1_lmic_abmodel_1,realistic
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,5,1/1/2021,0.5,13,10,1,6,0.015,TRUE,150,200,240,146,rq1_lmic_abmodel_1,realistic
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,5,1/1/2021,0.5,14,10,1,6,0.015,TRUE,250,365,240,147,rq1_lmic_abmodel_1,realistic
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,5,1/1/2021,0.5,14,10,1,6,0.015,TRUE,150,200,240,148,rq1_lmic_abmodel_1,realistic
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,5,1/1/2021,0.5,15,10,1,6,0.015,TRUE,250,365,240,149,rq1_lmic_abmodel_1,realistic
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,5,1/1/2021,0.5,15,10,1,6,0.015,TRUE,150,200,240,150,rq1_lmic_abmodel_1,realistic
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,5,1/1/2021,0.5,16,10,1,6,0.015,TRUE,250,365,240,151,rq1_lmic_abmodel_1,realistic
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,5,1/1/2021,0.5,16,10,1,6,0.015,TRUE,150,200,240,152,rq1_lmic_abmodel_1,realistic
