income_group,target_pop,hs_constraints,vaccine_doses,vaccine,max_coverage,age_groups_covered,age_groups_covered_d3,vacc_start,dt,repetition,seeding_cases,variant_fold_reduction,dose_3_fold_increase,vacc_per_week,scenario,name
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,9,1/1/2021,0.5,20,10,1,6,0.015,20,scenario5
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,5,1/1/2021,0.5,1,10,1,6,0.015,21,scenario5
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,5,1/1/2021,0.5,2,10,1,6,0.015,22,scenario5
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,5,1/1/2021,0.5,3,10,1,6,0.015,23,scenario5
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,5,1/1/2021,0.5,4,10,1,6,0.015,24,scenario5
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,5,1/1/2021,0.5,5,10,1,6,0.015,25,scenario5
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,5,1/1/2021,0.5,6,10,1,6,0.015,26,scenario5
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,5,1/1/2021,0.5,7,10,1,6,0.015,27,scenario5
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,5,1/1/2021,0.5,8,10,1,6,0.015,28,scenario5
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,5,1/1/2021,0.5,9,10,1,6,0.015,29,scenario5
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,5,1/1/2021,0.5,10,10,1,6,0.015,30,scenario5
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,5,1/1/2021,0.5,11,10,1,6,0.015,31,scenario5
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,5,1/1/2021,0.5,12,10,1,6,0.015,32,scenario5
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,5,1/1/2021,0.5,13,10,1,6,0.015,33,scenario5
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,5,1/1/2021,0.5,14,10,1,6,0.015,34,scenario5
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,5,1/1/2021,0.5,15,10,1,6,0.015,35,scenario5
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,5,1/1/2021,0.5,16,10,1,6,0.015,36,scenario5
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,5,1/1/2021,0.5,17,10,1,6,0.015,37,scenario5
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,5,1/1/2021,0.5,18,10,1,6,0.015,38,scenario5
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,5,1/1/2021,0.5,19,10,1,6,0.015,39,scenario5
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,5,1/1/2021,0.5,20,10,1,6,0.015,40,scenario5
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,9,1/1/2021,0.5,1,10,1,6,0.015,41,scenario5
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,9,1/1/2021,0.5,2,10,1,6,0.015,42,scenario5
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,9,1/1/2021,0.5,3,10,1,6,0.015,43,scenario5
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,9,1/1/2021,0.5,4,10,1,6,0.015,44,scenario5
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,9,1/1/2021,0.5,5,10,1,6,0.015,45,scenario5
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,9,1/1/2021,0.5,6,10,1,6,0.015,46,scenario5
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,9,1/1/2021,0.5,7,10,1,6,0.015,47,scenario5
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,9,1/1/2021,0.5,8,10,1,6,0.015,48,scenario5
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,9,1/1/2021,0.5,9,10,1,6,0.015,49,scenario5
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,9,1/1/2021,0.5,10,10,1,6,0.015,50,scenario5
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,9,1/1/2021,0.5,11,10,1,6,0.015,51,scenario5
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,9,1/1/2021,0.5,12,10,1,6,0.015,52,scenario5
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,9,1/1/2021,0.5,13,10,1,6,0.015,53,scenario5
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,9,1/1/2021,0.5,14,10,1,6,0.015,54,scenario5
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,9,1/1/2021,0.5,15,10,1,6,0.015,55,scenario5
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,9,1/1/2021,0.5,16,10,1,6,0.015,56,scenario5
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,9,1/1/2021,0.5,17,10,1,6,0.015,57,scenario5
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,9,1/1/2021,0.5,18,10,1,6,0.015,58,scenario5
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,9,1/1/2021,0.5,19,10,1,6,0.015,59,scenario5
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,9,1/1/2021,0.5,20,10,1,6,0.015,60,scenario5
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,5,1/1/2021,0.5,1,10,1,6,0.015,61,scenario5
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,5,1/1/2021,0.5,2,10,1,6,0.015,62,scenario5
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,5,1/1/2021,0.5,3,10,1,6,0.015,63,scenario5
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,5,1/1/2021,0.5,4,10,1,6,0.015,64,scenario5
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,5,1/1/2021,0.5,5,10,1,6,0.015,65,scenario5
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,5,1/1/2021,0.5,6,10,1,6,0.015,66,scenario5
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,5,1/1/2021,0.5,7,10,1,6,0.015,67,scenario5
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,5,1/1/2021,0.5,8,10,1,6,0.015,68,scenario5
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,5,1/1/2021,0.5,9,10,1,6,0.015,69,scenario5
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,5,1/1/2021,0.5,10,10,1,6,0.015,70,scenario5
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,5,1/1/2021,0.5,11,10,1,6,0.015,71,scenario5
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,5,1/1/2021,0.5,12,10,1,6,0.015,72,scenario5
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,5,1/1/2021,0.5,13,10,1,6,0.015,73,scenario5
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,5,1/1/2021,0.5,14,10,1,6,0.015,74,scenario5
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,5,1/1/2021,0.5,15,10,1,6,0.015,75,scenario5
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,5,1/1/2021,0.5,16,10,1,6,0.015,76,scenario5
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,5,1/1/2021,0.5,17,10,1,6,0.015,77,scenario5
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,5,1/1/2021,0.5,18,10,1,6,0.015,78,scenario5
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,5,1/1/2021,0.5,19,10,1,6,0.015,79,scenario5
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,5,1/1/2021,0.5,20,10,1,6,0.015,80,scenario5
LIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,9,1/1/2021,0.5,1,10,1,6,0.015,81,scenario5
LIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,9,1/1/2021,0.5,2,10,1,6,0.015,82,scenario5
LIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,9,1/1/2021,0.5,3,10,1,6,0.015,83,scenario5
LIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,9,1/1/2021,0.5,4,10,1,6,0.015,84,scenario5
LIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,9,1/1/2021,0.5,5,10,1,6,0.015,85,scenario5
LIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,9,1/1/2021,0.5,6,10,1,6,0.015,86,scenario5
LIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,9,1/1/2021,0.5,7,10,1,6,0.015,87,scenario5
LIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,9,1/1/2021,0.5,8,10,1,6,0.015,88,scenario5
LIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,9,1/1/2021,0.5,9,10,1,6,0.015,89,scenario5
LIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,9,1/1/2021,0.5,10,10,1,6,0.015,90,scenario5
LIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,9,1/1/2021,0.5,11,10,1,6,0.015,91,scenario5
LIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,9,1/1/2021,0.5,12,10,1,6,0.015,92,scenario5
LIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,9,1/1/2021,0.5,13,10,1,6,0.015,93,scenario5
LIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,9,1/1/2021,0.5,14,10,1,6,0.015,94,scenario5
LIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,9,1/1/2021,0.5,15,10,1,6,0.015,95,scenario5
LIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,9,1/1/2021,0.5,16,10,1,6,0.015,96,scenario5
LIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,9,1/1/2021,0.5,17,10,1,6,0.015,97,scenario5
LIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,9,1/1/2021,0.5,18,10,1,6,0.015,98,scenario5
LIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,9,1/1/2021,0.5,19,10,1,6,0.015,99,scenario5
LIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,9,1/1/2021,0.5,20,10,1,6,0.015,100,scenario5
LIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,5,1/1/2021,0.5,1,10,1,6,0.015,101,scenario5
LIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,5,1/1/2021,0.5,2,10,1,6,0.015,102,scenario5
LIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,5,1/1/2021,0.5,3,10,1,6,0.015,103,scenario5
LIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,5,1/1/2021,0.5,4,10,1,6,0.015,104,scenario5
LIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,5,1/1/2021,0.5,5,10,1,6,0.015,105,scenario5
LIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,5,1/1/2021,0.5,6,10,1,6,0.015,106,scenario5
LIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,5,1/1/2021,0.5,7,10,1,6,0.015,107,scenario5
LIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,5,1/1/2021,0.5,8,10,1,6,0.015,108,scenario5
LIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,5,1/1/2021,0.5,9,10,1,6,0.015,109,scenario5
LIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,5,1/1/2021,0.5,10,10,1,6,0.015,110,scenario5
LIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,5,1/1/2021,0.5,11,10,1,6,0.015,111,scenario5
LIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,5,1/1/2021,0.5,12,10,1,6,0.015,112,scenario5
LIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,5,1/1/2021,0.5,13,10,1,6,0.015,113,scenario5
LIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,5,1/1/2021,0.5,14,10,1,6,0.015,114,scenario5
LIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,5,1/1/2021,0.5,15,10,1,6,0.015,115,scenario5
LIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,5,1/1/2021,0.5,16,10,1,6,0.015,116,scenario5
LIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,5,1/1/2021,0.5,17,10,1,6,0.015,117,scenario5
LIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,5,1/1/2021,0.5,18,10,1,6,0.015,118,scenario5
LIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,5,1/1/2021,0.5,19,10,1,6,0.015,119,scenario5
LIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,5,1/1/2021,0.5,20,10,1,6,0.015,120,scenario5
LIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,9,1/1/2021,0.5,1,10,1,6,0.015,121,scenario5
LIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,9,1/1/2021,0.5,2,10,1,6,0.015,122,scenario5
LIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,9,1/1/2021,0.5,3,10,1,6,0.015,123,scenario5
LIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,9,1/1/2021,0.5,4,10,1,6,0.015,124,scenario5
LIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,9,1/1/2021,0.5,5,10,1,6,0.015,125,scenario5
LIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,9,1/1/2021,0.5,6,10,1,6,0.015,126,scenario5
LIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,9,1/1/2021,0.5,7,10,1,6,0.015,127,scenario5
LIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,9,1/1/2021,0.5,8,10,1,6,0.015,128,scenario5
LIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,9,1/1/2021,0.5,9,10,1,6,0.015,129,scenario5
LIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,9,1/1/2021,0.5,10,10,1,6,0.015,130,scenario5
LIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,9,1/1/2021,0.5,11,10,1,6,0.015,131,scenario5
LIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,9,1/1/2021,0.5,12,10,1,6,0.015,132,scenario5
LIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,9,1/1/2021,0.5,13,10,1,6,0.015,133,scenario5
LIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,9,1/1/2021,0.5,14,10,1,6,0.015,134,scenario5
LIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,9,1/1/2021,0.5,15,10,1,6,0.015,135,scenario5
LIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,9,1/1/2021,0.5,16,10,1,6,0.015,136,scenario5
LIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,9,1/1/2021,0.5,17,10,1,6,0.015,137,scenario5
LIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,9,1/1/2021,0.5,18,10,1,6,0.015,138,scenario5
LIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,9,1/1/2021,0.5,19,10,1,6,0.015,139,scenario5
LIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,9,1/1/2021,0.5,20,10,1,6,0.015,140,scenario5
LIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,5,1/1/2021,0.5,1,10,1,6,0.015,141,scenario5
LIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,5,1/1/2021,0.5,2,10,1,6,0.015,142,scenario5
LIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,5,1/1/2021,0.5,3,10,1,6,0.015,143,scenario5
LIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,5,1/1/2021,0.5,4,10,1,6,0.015,144,scenario5
LIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,5,1/1/2021,0.5,5,10,1,6,0.015,145,scenario5
LIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,5,1/1/2021,0.5,6,10,1,6,0.015,146,scenario5
LIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,5,1/1/2021,0.5,7,10,1,6,0.015,147,scenario5
LIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,5,1/1/2021,0.5,8,10,1,6,0.015,148,scenario5
LIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,5,1/1/2021,0.5,9,10,1,6,0.015,149,scenario5
LIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,5,1/1/2021,0.5,10,10,1,6,0.015,150,scenario5
LIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,5,1/1/2021,0.5,11,10,1,6,0.015,151,scenario5
LIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,5,1/1/2021,0.5,12,10,1,6,0.015,152,scenario5
LIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,5,1/1/2021,0.5,13,10,1,6,0.015,153,scenario5
LIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,5,1/1/2021,0.5,14,10,1,6,0.015,154,scenario5
LIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,5,1/1/2021,0.5,15,10,1,6,0.015,155,scenario5
LIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,5,1/1/2021,0.5,16,10,1,6,0.015,156,scenario5
LIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,5,1/1/2021,0.5,17,10,1,6,0.015,157,scenario5
LIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,5,1/1/2021,0.5,18,10,1,6,0.015,158,scenario5
LIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,5,1/1/2021,0.5,19,10,1,6,0.015,159,scenario5
LIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,5,1/1/2021,0.5,20,10,1,6,0.015,160,scenario5
LMIC,1000000,Present,2,Oxford-AstraZeneca,0,9,9,1/1/2021,0.5,1,10,1,6,0.015,161,scenario5
LMIC,1000000,Present,2,Oxford-AstraZeneca,0,9,9,1/1/2021,0.5,2,10,1,6,0.015,162,scenario5
LMIC,1000000,Present,2,Oxford-AstraZeneca,0,9,9,1/1/2021,0.5,3,10,1,6,0.015,163,scenario5
LMIC,1000000,Present,2,Oxford-AstraZeneca,0,9,9,1/1/2021,0.5,4,10,1,6,0.015,164,scenario5
LMIC,1000000,Present,2,Oxford-AstraZeneca,0,9,9,1/1/2021,0.5,5,10,1,6,0.015,165,scenario5
LMIC,1000000,Present,2,Oxford-AstraZeneca,0,9,9,1/1/2021,0.5,6,10,1,6,0.015,166,scenario5
LMIC,1000000,Present,2,Oxford-AstraZeneca,0,9,9,1/1/2021,0.5,7,10,1,6,0.015,167,scenario5
LMIC,1000000,Present,2,Oxford-AstraZeneca,0,9,9,1/1/2021,0.5,8,10,1,6,0.015,168,scenario5
LMIC,1000000,Present,2,Oxford-AstraZeneca,0,9,9,1/1/2021,0.5,9,10,1,6,0.015,169,scenario5
LMIC,1000000,Present,2,Oxford-AstraZeneca,0,9,9,1/1/2021,0.5,10,10,1,6,0.015,170,scenario5
LMIC,1000000,Present,2,Oxford-AstraZeneca,0,9,9,1/1/2021,0.5,11,10,1,6,0.015,171,scenario5
LMIC,1000000,Present,2,Oxford-AstraZeneca,0,9,9,1/1/2021,0.5,12,10,1,6,0.015,172,scenario5
LMIC,1000000,Present,2,Oxford-AstraZeneca,0,9,9,1/1/2021,0.5,13,10,1,6,0.015,173,scenario5
LMIC,1000000,Present,2,Oxford-AstraZeneca,0,9,9,1/1/2021,0.5,14,10,1,6,0.015,174,scenario5
LMIC,1000000,Present,2,Oxford-AstraZeneca,0,9,9,1/1/2021,0.5,15,10,1,6,0.015,175,scenario5
LMIC,1000000,Present,2,Oxford-AstraZeneca,0,9,9,1/1/2021,0.5,16,10,1,6,0.015,176,scenario5
LMIC,1000000,Present,2,Oxford-AstraZeneca,0,9,9,1/1/2021,0.5,17,10,1,6,0.015,177,scenario5
LMIC,1000000,Present,2,Oxford-AstraZeneca,0,9,9,1/1/2021,0.5,18,10,1,6,0.015,178,scenario5
LMIC,1000000,Present,2,Oxford-AstraZeneca,0,9,9,1/1/2021,0.5,19,10,1,6,0.015,179,scenario5
LMIC,1000000,Present,2,Oxford-AstraZeneca,0,9,9,1/1/2021,0.5,20,10,1,6,0.015,180,scenario5
LIC,1000000,Present,2,Oxford-AstraZeneca,0,9,9,1/1/2021,0.5,1,10,1,6,0.015,181,scenario5
LIC,1000000,Present,2,Oxford-AstraZeneca,0,9,9,1/1/2021,0.5,2,10,1,6,0.015,182,scenario5
LIC,1000000,Present,2,Oxford-AstraZeneca,0,9,9,1/1/2021,0.5,3,10,1,6,0.015,183,scenario5
LIC,1000000,Present,2,Oxford-AstraZeneca,0,9,9,1/1/2021,0.5,4,10,1,6,0.015,184,scenario5
LIC,1000000,Present,2,Oxford-AstraZeneca,0,9,9,1/1/2021,0.5,5,10,1,6,0.015,185,scenario5
LIC,1000000,Present,2,Oxford-AstraZeneca,0,9,9,1/1/2021,0.5,6,10,1,6,0.015,186,scenario5
LIC,1000000,Present,2,Oxford-AstraZeneca,0,9,9,1/1/2021,0.5,7,10,1,6,0.015,187,scenario5
LIC,1000000,Present,2,Oxford-AstraZeneca,0,9,9,1/1/2021,0.5,8,10,1,6,0.015,188,scenario5
LIC,1000000,Present,2,Oxford-AstraZeneca,0,9,9,1/1/2021,0.5,9,10,1,6,0.015,189,scenario5
LIC,1000000,Present,2,Oxford-AstraZeneca,0,9,9,1/1/2021,0.5,10,10,1,6,0.015,190,scenario5
LIC,1000000,Present,2,Oxford-AstraZeneca,0,9,9,1/1/2021,0.5,11,10,1,6,0.015,191,scenario5
LIC,1000000,Present,2,Oxford-AstraZeneca,0,9,9,1/1/2021,0.5,12,10,1,6,0.015,192,scenario5
LIC,1000000,Present,2,Oxford-AstraZeneca,0,9,9,1/1/2021,0.5,13,10,1,6,0.015,193,scenario5
LIC,1000000,Present,2,Oxford-AstraZeneca,0,9,9,1/1/2021,0.5,14,10,1,6,0.015,194,scenario5
LIC,1000000,Present,2,Oxford-AstraZeneca,0,9,9,1/1/2021,0.5,15,10,1,6,0.015,195,scenario5
LIC,1000000,Present,2,Oxford-AstraZeneca,0,9,9,1/1/2021,0.5,16,10,1,6,0.015,196,scenario5
LIC,1000000,Present,2,Oxford-AstraZeneca,0,9,9,1/1/2021,0.5,17,10,1,6,0.015,197,scenario5
LIC,1000000,Present,2,Oxford-AstraZeneca,0,9,9,1/1/2021,0.5,18,10,1,6,0.015,198,scenario5
LIC,1000000,Present,2,Oxford-AstraZeneca,0,9,9,1/1/2021,0.5,19,10,1,6,0.015,199,scenario5
LIC,1000000,Present,2,Oxford-AstraZeneca,0,9,9,1/1/2021,0.5,20,10,1,6,0.015,200,scenario5
