income_group,target_pop,hs_constraints,vaccine_doses,vaccine,max_coverage,age_groups_covered,vacc_start,dt,repetition,seeding_cases,variant_fold_reduction,dose_3_fold_increase,vacc_per_week,ab_model_infection,period_s,t_period_l,scenario,name,strategy
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,4,10,1,6,0.015,FALSE,250,365,13,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,4,10,1,6,0.015,FALSE,150,200,14,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,4,10,1,6,0.008,FALSE,250,365,15,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,4,10,1,6,0.008,FALSE,150,200,16,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,5,10,1,6,0.015,FALSE,250,365,17,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,5,10,1,6,0.015,FALSE,150,200,18,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,5,10,1,6,0.008,FALSE,250,365,19,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,5,10,1,6,0.008,FALSE,150,200,20,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,6,10,1,6,0.015,FALSE,250,365,21,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,6,10,1,6,0.015,FALSE,150,200,22,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,6,10,1,6,0.008,FALSE,250,365,23,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,6,10,1,6,0.008,FALSE,150,200,24,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,7,10,1,6,0.015,FALSE,250,365,25,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,7,10,1,6,0.015,FALSE,150,200,26,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,7,10,1,6,0.008,FALSE,250,365,27,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,7,10,1,6,0.008,FALSE,150,200,28,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,8,10,1,6,0.015,FALSE,250,365,29,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,8,10,1,6,0.015,FALSE,150,200,30,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,8,10,1,6,0.008,FALSE,250,365,31,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,8,10,1,6,0.008,FALSE,150,200,32,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,9,10,1,6,0.015,FALSE,250,365,33,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,9,10,1,6,0.015,FALSE,150,200,34,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,9,10,1,6,0.008,FALSE,250,365,35,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,9,10,1,6,0.008,FALSE,150,200,36,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,10,10,1,6,0.015,FALSE,250,365,37,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,10,10,1,6,0.015,FALSE,150,200,38,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,10,10,1,6,0.008,FALSE,250,365,39,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,10,10,1,6,0.008,FALSE,150,200,40,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,11,10,1,6,0.015,FALSE,250,365,41,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,11,10,1,6,0.015,FALSE,150,200,42,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,11,10,1,6,0.008,FALSE,250,365,43,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,11,10,1,6,0.008,FALSE,150,200,44,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,12,10,1,6,0.015,FALSE,250,365,45,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,12,10,1,6,0.015,FALSE,150,200,46,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,12,10,1,6,0.008,FALSE,250,365,47,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,12,10,1,6,0.008,FALSE,150,200,48,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,13,10,1,6,0.015,FALSE,250,365,49,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,13,10,1,6,0.015,FALSE,150,200,50,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,13,10,1,6,0.008,FALSE,250,365,51,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,13,10,1,6,0.008,FALSE,150,200,52,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,14,10,1,6,0.015,FALSE,250,365,53,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,14,10,1,6,0.015,FALSE,150,200,54,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,14,10,1,6,0.008,FALSE,250,365,55,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,14,10,1,6,0.008,FALSE,150,200,56,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,15,10,1,6,0.015,FALSE,250,365,57,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,15,10,1,6,0.015,FALSE,150,200,58,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,15,10,1,6,0.008,FALSE,250,365,59,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,15,10,1,6,0.008,FALSE,150,200,60,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,16,10,1,6,0.015,FALSE,250,365,61,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,16,10,1,6,0.015,FALSE,150,200,62,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,16,10,1,6,0.008,FALSE,250,365,63,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,16,10,1,6,0.008,FALSE,150,200,64,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,17,10,1,6,0.015,FALSE,250,365,65,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,17,10,1,6,0.015,FALSE,150,200,66,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,17,10,1,6,0.008,FALSE,250,365,67,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,17,10,1,6,0.008,FALSE,150,200,68,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,18,10,1,6,0.015,FALSE,250,365,69,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,18,10,1,6,0.015,FALSE,150,200,70,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,18,10,1,6,0.008,FALSE,250,365,71,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,18,10,1,6,0.008,FALSE,150,200,72,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,19,10,1,6,0.015,FALSE,250,365,73,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,19,10,1,6,0.015,FALSE,150,200,74,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,19,10,1,6,0.008,FALSE,250,365,75,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,19,10,1,6,0.008,FALSE,150,200,76,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,20,10,1,6,0.015,FALSE,250,365,77,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,20,10,1,6,0.015,FALSE,150,200,78,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,20,10,1,6,0.008,FALSE,250,365,79,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,20,10,1,6,0.008,FALSE,150,200,80,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,1,10,1,6,0.015,FALSE,250,365,81,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,1,10,1,6,0.015,FALSE,150,200,82,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,1,10,1,6,0.008,FALSE,250,365,83,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,1,10,1,6,0.008,FALSE,150,200,84,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,2,10,1,6,0.015,FALSE,250,365,85,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,2,10,1,6,0.015,FALSE,150,200,86,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,2,10,1,6,0.008,FALSE,250,365,87,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,2,10,1,6,0.008,FALSE,150,200,88,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,3,10,1,6,0.015,FALSE,250,365,89,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,3,10,1,6,0.015,FALSE,150,200,90,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,3,10,1,6,0.008,FALSE,250,365,91,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,3,10,1,6,0.008,FALSE,150,200,92,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,4,10,1,6,0.015,FALSE,250,365,93,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,4,10,1,6,0.015,FALSE,150,200,94,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,4,10,1,6,0.008,FALSE,250,365,95,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,4,10,1,6,0.008,FALSE,150,200,96,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,5,10,1,6,0.015,FALSE,250,365,97,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,5,10,1,6,0.015,FALSE,150,200,98,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,5,10,1,6,0.008,FALSE,250,365,99,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,5,10,1,6,0.008,FALSE,150,200,100,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,6,10,1,6,0.015,FALSE,250,365,101,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,6,10,1,6,0.015,FALSE,150,200,102,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,6,10,1,6,0.008,FALSE,250,365,103,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,6,10,1,6,0.008,FALSE,150,200,104,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,7,10,1,6,0.015,FALSE,250,365,105,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,7,10,1,6,0.015,FALSE,150,200,106,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,7,10,1,6,0.008,FALSE,250,365,107,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,7,10,1,6,0.008,FALSE,150,200,108,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,8,10,1,6,0.015,FALSE,250,365,109,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,8,10,1,6,0.015,FALSE,150,200,110,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,8,10,1,6,0.008,FALSE,250,365,111,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,8,10,1,6,0.008,FALSE,150,200,112,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,9,10,1,6,0.015,FALSE,250,365,113,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,9,10,1,6,0.015,FALSE,150,200,114,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,9,10,1,6,0.008,FALSE,250,365,115,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,9,10,1,6,0.008,FALSE,150,200,116,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,10,10,1,6,0.015,FALSE,250,365,117,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,10,10,1,6,0.015,FALSE,150,200,118,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,10,10,1,6,0.008,FALSE,250,365,119,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,10,10,1,6,0.008,FALSE,150,200,120,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,11,10,1,6,0.015,FALSE,250,365,121,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,11,10,1,6,0.015,FALSE,150,200,122,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,11,10,1,6,0.008,FALSE,250,365,123,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,11,10,1,6,0.008,FALSE,150,200,124,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,12,10,1,6,0.015,FALSE,250,365,125,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,12,10,1,6,0.015,FALSE,150,200,126,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,12,10,1,6,0.008,FALSE,250,365,127,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,12,10,1,6,0.008,FALSE,150,200,128,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,13,10,1,6,0.015,FALSE,250,365,129,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,13,10,1,6,0.015,FALSE,150,200,130,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,13,10,1,6,0.008,FALSE,250,365,131,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,13,10,1,6,0.008,FALSE,150,200,132,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,14,10,1,6,0.015,FALSE,250,365,133,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,14,10,1,6,0.015,FALSE,150,200,134,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,14,10,1,6,0.008,FALSE,250,365,135,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,14,10,1,6,0.008,FALSE,150,200,136,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,15,10,1,6,0.015,FALSE,250,365,137,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,15,10,1,6,0.015,FALSE,150,200,138,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,15,10,1,6,0.008,FALSE,250,365,139,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,15,10,1,6,0.008,FALSE,150,200,140,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,16,10,1,6,0.015,FALSE,250,365,141,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,16,10,1,6,0.015,FALSE,150,200,142,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,16,10,1,6,0.008,FALSE,250,365,143,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,16,10,1,6,0.008,FALSE,150,200,144,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,17,10,1,6,0.015,FALSE,250,365,145,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,17,10,1,6,0.015,FALSE,150,200,146,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,17,10,1,6,0.008,FALSE,250,365,147,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,17,10,1,6,0.008,FALSE,150,200,148,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,18,10,1,6,0.015,FALSE,250,365,149,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,18,10,1,6,0.015,FALSE,150,200,150,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,18,10,1,6,0.008,FALSE,250,365,151,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,18,10,1,6,0.008,FALSE,150,200,152,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,19,10,1,6,0.015,FALSE,250,365,153,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,19,10,1,6,0.015,FALSE,150,200,154,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,19,10,1,6,0.008,FALSE,250,365,155,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,19,10,1,6,0.008,FALSE,150,200,156,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,20,10,1,6,0.015,FALSE,250,365,157,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,20,10,1,6,0.015,FALSE,150,200,158,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,20,10,1,6,0.008,FALSE,250,365,159,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,20,10,1,6,0.008,FALSE,150,200,160,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,1,10,1,6,0.015,FALSE,250,365,161,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,1,10,1,6,0.015,FALSE,150,200,162,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,1,10,1,6,0.008,FALSE,250,365,163,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,1,10,1,6,0.008,FALSE,150,200,164,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,2,10,1,6,0.015,FALSE,250,365,165,scenario6_sensitivity,same_doses
