income_group,target_pop,hs_constraints,vaccine_doses,vaccine,max_coverage,age_groups_covered,vacc_start,dt,repetition,seeding_cases,variant_fold_reduction,dose_3_fold_increase,vacc_per_week,scenario,name
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,8,10,1,6,0.015,28,scenario6
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,9,10,1,6,0.015,29,scenario6
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,10,10,1,6,0.015,30,scenario6
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,11,10,1,6,0.015,31,scenario6
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,12,10,1,6,0.015,32,scenario6
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,13,10,1,6,0.015,33,scenario6
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,14,10,1,6,0.015,34,scenario6
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,15,10,1,6,0.015,35,scenario6
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,16,10,1,6,0.015,36,scenario6
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,17,10,1,6,0.015,37,scenario6
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,18,10,1,6,0.015,38,scenario6
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,19,10,1,6,0.015,39,scenario6
LMIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,20,10,1,6,0.015,40,scenario6
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,1,10,1,6,0.015,41,scenario6
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,2,10,1,6,0.015,42,scenario6
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,3,10,1,6,0.015,43,scenario6
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,4,10,1,6,0.015,44,scenario6
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,5,10,1,6,0.015,45,scenario6
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,6,10,1,6,0.015,46,scenario6
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,7,10,1,6,0.015,47,scenario6
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,8,10,1,6,0.015,48,scenario6
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,9,10,1,6,0.015,49,scenario6
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,10,10,1,6,0.015,50,scenario6
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,11,10,1,6,0.015,51,scenario6
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,12,10,1,6,0.015,52,scenario6
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,13,10,1,6,0.015,53,scenario6
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,14,10,1,6,0.015,54,scenario6
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,15,10,1,6,0.015,55,scenario6
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,16,10,1,6,0.015,56,scenario6
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,17,10,1,6,0.015,57,scenario6
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,18,10,1,6,0.015,58,scenario6
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,19,10,1,6,0.015,59,scenario6
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,20,10,1,6,0.015,60,scenario6
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,1,10,1,6,0.015,61,scenario6
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,2,10,1,6,0.015,62,scenario6
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,3,10,1,6,0.015,63,scenario6
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,4,10,1,6,0.015,64,scenario6
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,5,10,1,6,0.015,65,scenario6
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,6,10,1,6,0.015,66,scenario6
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,7,10,1,6,0.015,67,scenario6
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,8,10,1,6,0.015,68,scenario6
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,9,10,1,6,0.015,69,scenario6
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,10,10,1,6,0.015,70,scenario6
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,11,10,1,6,0.015,71,scenario6
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,12,10,1,6,0.015,72,scenario6
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,13,10,1,6,0.015,73,scenario6
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,14,10,1,6,0.015,74,scenario6
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,15,10,1,6,0.015,75,scenario6
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,16,10,1,6,0.015,76,scenario6
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,17,10,1,6,0.015,77,scenario6
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,18,10,1,6,0.015,78,scenario6
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,19,10,1,6,0.015,79,scenario6
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,20,10,1,6,0.015,80,scenario6
LIC,1000000,Present,2,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,1,10,1,6,0.015,81,scenario6
LIC,1000000,Present,2,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,2,10,1,6,0.015,82,scenario6
LIC,1000000,Present,2,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,3,10,1,6,0.015,83,scenario6
LIC,1000000,Present,2,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,4,10,1,6,0.015,84,scenario6
LIC,1000000,Present,2,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,5,10,1,6,0.015,85,scenario6
LIC,1000000,Present,2,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,6,10,1,6,0.015,86,scenario6
LIC,1000000,Present,2,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,7,10,1,6,0.015,87,scenario6
LIC,1000000,Present,2,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,8,10,1,6,0.015,88,scenario6
LIC,1000000,Present,2,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,9,10,1,6,0.015,89,scenario6
LIC,1000000,Present,2,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,10,10,1,6,0.015,90,scenario6
LIC,1000000,Present,2,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,11,10,1,6,0.015,91,scenario6
LIC,1000000,Present,2,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,12,10,1,6,0.015,92,scenario6
LIC,1000000,Present,2,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,13,10,1,6,0.015,93,scenario6
LIC,1000000,Present,2,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,14,10,1,6,0.015,94,scenario6
LIC,1000000,Present,2,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,15,10,1,6,0.015,95,scenario6
LIC,1000000,Present,2,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,16,10,1,6,0.015,96,scenario6
LIC,1000000,Present,2,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,17,10,1,6,0.015,97,scenario6
LIC,1000000,Present,2,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,18,10,1,6,0.015,98,scenario6
LIC,1000000,Present,2,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,19,10,1,6,0.015,99,scenario6
LIC,1000000,Present,2,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,20,10,1,6,0.015,100,scenario6
LIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,1,10,1,6,0.015,101,scenario6
LIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,2,10,1,6,0.015,102,scenario6
LIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,3,10,1,6,0.015,103,scenario6
LIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,4,10,1,6,0.015,104,scenario6
LIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,5,10,1,6,0.015,105,scenario6
LIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,6,10,1,6,0.015,106,scenario6
LIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,7,10,1,6,0.015,107,scenario6
LIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,8,10,1,6,0.015,108,scenario6
LIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,9,10,1,6,0.015,109,scenario6
LIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,10,10,1,6,0.015,110,scenario6
LIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,11,10,1,6,0.015,111,scenario6
LIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,12,10,1,6,0.015,112,scenario6
LIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,13,10,1,6,0.015,113,scenario6
LIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,14,10,1,6,0.015,114,scenario6
LIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,15,10,1,6,0.015,115,scenario6
LIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,16,10,1,6,0.015,116,scenario6
LIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,17,10,1,6,0.015,117,scenario6
LIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,18,10,1,6,0.015,118,scenario6
LIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,19,10,1,6,0.015,119,scenario6
LIC,1000000,Present,2,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,20,10,1,6,0.015,120,scenario6
LIC,1000000,Present,3,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,1,10,1,6,0.015,121,scenario6
LIC,1000000,Present,3,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,2,10,1,6,0.015,122,scenario6
LIC,1000000,Present,3,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,3,10,1,6,0.015,123,scenario6
LIC,1000000,Present,3,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,4,10,1,6,0.015,124,scenario6
LIC,1000000,Present,3,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,5,10,1,6,0.015,125,scenario6
LIC,1000000,Present,3,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,6,10,1,6,0.015,126,scenario6
LIC,1000000,Present,3,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,7,10,1,6,0.015,127,scenario6
LIC,1000000,Present,3,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,8,10,1,6,0.015,128,scenario6
LIC,1000000,Present,3,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,9,10,1,6,0.015,129,scenario6
LIC,1000000,Present,3,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,10,10,1,6,0.015,130,scenario6
LIC,1000000,Present,3,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,11,10,1,6,0.015,131,scenario6
LIC,1000000,Present,3,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,12,10,1,6,0.015,132,scenario6
LIC,1000000,Present,3,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,13,10,1,6,0.015,133,scenario6
LIC,1000000,Present,3,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,14,10,1,6,0.015,134,scenario6
LIC,1000000,Present,3,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,15,10,1,6,0.015,135,scenario6
LIC,1000000,Present,3,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,16,10,1,6,0.015,136,scenario6
LIC,1000000,Present,3,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,17,10,1,6,0.015,137,scenario6
LIC,1000000,Present,3,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,18,10,1,6,0.015,138,scenario6
LIC,1000000,Present,3,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,19,10,1,6,0.015,139,scenario6
LIC,1000000,Present,3,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,20,10,1,6,0.015,140,scenario6
LIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,1,10,1,6,0.015,141,scenario6
LIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,2,10,1,6,0.015,142,scenario6
LIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,3,10,1,6,0.015,143,scenario6
LIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,4,10,1,6,0.015,144,scenario6
LIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,5,10,1,6,0.015,145,scenario6
LIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,6,10,1,6,0.015,146,scenario6
LIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,7,10,1,6,0.015,147,scenario6
LIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,8,10,1,6,0.015,148,scenario6
LIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,9,10,1,6,0.015,149,scenario6
LIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,10,10,1,6,0.015,150,scenario6
LIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,11,10,1,6,0.015,151,scenario6
LIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,12,10,1,6,0.015,152,scenario6
LIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,13,10,1,6,0.015,153,scenario6
LIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,14,10,1,6,0.015,154,scenario6
LIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,15,10,1,6,0.015,155,scenario6
LIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,16,10,1,6,0.015,156,scenario6
LIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,17,10,1,6,0.015,157,scenario6
LIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,18,10,1,6,0.015,158,scenario6
LIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,19,10,1,6,0.015,159,scenario6
LIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,20,10,1,6,0.015,160,scenario6
LMIC,1000000,Present,2,Oxford-AstraZeneca,0,1,1/1/2021,0.5,1,10,1,6,0.015,161,scenario6
LMIC,1000000,Present,2,Oxford-AstraZeneca,0,1,1/1/2021,0.5,2,10,1,6,0.015,162,scenario6
LMIC,1000000,Present,2,Oxford-AstraZeneca,0,1,1/1/2021,0.5,3,10,1,6,0.015,163,scenario6
LMIC,1000000,Present,2,Oxford-AstraZeneca,0,1,1/1/2021,0.5,4,10,1,6,0.015,164,scenario6
LMIC,1000000,Present,2,Oxford-AstraZeneca,0,1,1/1/2021,0.5,5,10,1,6,0.015,165,scenario6
LMIC,1000000,Present,2,Oxford-AstraZeneca,0,1,1/1/2021,0.5,6,10,1,6,0.015,166,scenario6
LMIC,1000000,Present,2,Oxford-AstraZeneca,0,1,1/1/2021,0.5,7,10,1,6,0.015,167,scenario6
LMIC,1000000,Present,2,Oxford-AstraZeneca,0,1,1/1/2021,0.5,8,10,1,6,0.015,168,scenario6
LMIC,1000000,Present,2,Oxford-AstraZeneca,0,1,1/1/2021,0.5,9,10,1,6,0.015,169,scenario6
LMIC,1000000,Present,2,Oxford-AstraZeneca,0,1,1/1/2021,0.5,10,10,1,6,0.015,170,scenario6
LMIC,1000000,Present,2,Oxford-AstraZeneca,0,1,1/1/2021,0.5,11,10,1,6,0.015,171,scenario6
LMIC,1000000,Present,2,Oxford-AstraZeneca,0,1,1/1/2021,0.5,12,10,1,6,0.015,172,scenario6
LMIC,1000000,Present,2,Oxford-AstraZeneca,0,1,1/1/2021,0.5,13,10,1,6,0.015,173,scenario6
LMIC,1000000,Present,2,Oxford-AstraZeneca,0,1,1/1/2021,0.5,14,10,1,6,0.015,174,scenario6
LMIC,1000000,Present,2,Oxford-AstraZeneca,0,1,1/1/2021,0.5,15,10,1,6,0.015,175,scenario6
LMIC,1000000,Present,2,Oxford-AstraZeneca,0,1,1/1/2021,0.5,16,10,1,6,0.015,176,scenario6
LMIC,1000000,Present,2,Oxford-AstraZeneca,0,1,1/1/2021,0.5,17,10,1,6,0.015,177,scenario6
LMIC,1000000,Present,2,Oxford-AstraZeneca,0,1,1/1/2021,0.5,18,10,1,6,0.015,178,scenario6
LMIC,1000000,Present,2,Oxford-AstraZeneca,0,1,1/1/2021,0.5,19,10,1,6,0.015,179,scenario6
LMIC,1000000,Present,2,Oxford-AstraZeneca,0,1,1/1/2021,0.5,20,10,1,6,0.015,180,scenario6
LIC,1000000,Present,2,Oxford-AstraZeneca,0,1,1/1/2021,0.5,1,10,1,6,0.015,181,scenario6
LIC,1000000,Present,2,Oxford-AstraZeneca,0,1,1/1/2021,0.5,2,10,1,6,0.015,182,scenario6
LIC,1000000,Present,2,Oxford-AstraZeneca,0,1,1/1/2021,0.5,3,10,1,6,0.015,183,scenario6
LIC,1000000,Present,2,Oxford-AstraZeneca,0,1,1/1/2021,0.5,4,10,1,6,0.015,184,scenario6
LIC,1000000,Present,2,Oxford-AstraZeneca,0,1,1/1/2021,0.5,5,10,1,6,0.015,185,scenario6
LIC,1000000,Present,2,Oxford-AstraZeneca,0,1,1/1/2021,0.5,6,10,1,6,0.015,186,scenario6
LIC,1000000,Present,2,Oxford-AstraZeneca,0,1,1/1/2021,0.5,7,10,1,6,0.015,187,scenario6
LIC,1000000,Present,2,Oxford-AstraZeneca,0,1,1/1/2021,0.5,8,10,1,6,0.015,188,scenario6
LIC,1000000,Present,2,Oxford-AstraZeneca,0,1,1/1/2021,0.5,9,10,1,6,0.015,189,scenario6
LIC,1000000,Present,2,Oxford-AstraZeneca,0,1,1/1/2021,0.5,10,10,1,6,0.015,190,scenario6
LIC,1000000,Present,2,Oxford-AstraZeneca,0,1,1/1/2021,0.5,11,10,1,6,0.015,191,scenario6
LIC,1000000,Present,2,Oxford-AstraZeneca,0,1,1/1/2021,0.5,12,10,1,6,0.015,192,scenario6
LIC,1000000,Present,2,Oxford-AstraZeneca,0,1,1/1/2021,0.5,13,10,1,6,0.015,193,scenario6
LIC,1000000,Present,2,Oxford-AstraZeneca,0,1,1/1/2021,0.5,14,10,1,6,0.015,194,scenario6
LIC,1000000,Present,2,Oxford-AstraZeneca,0,1,1/1/2021,0.5,15,10,1,6,0.015,195,scenario6
LIC,1000000,Present,2,Oxford-AstraZeneca,0,1,1/1/2021,0.5,16,10,1,6,0.015,196,scenario6
LIC,1000000,Present,2,Oxford-AstraZeneca,0,1,1/1/2021,0.5,17,10,1,6,0.015,197,scenario6
LIC,1000000,Present,2,Oxford-AstraZeneca,0,1,1/1/2021,0.5,18,10,1,6,0.015,198,scenario6
LIC,1000000,Present,2,Oxford-AstraZeneca,0,1,1/1/2021,0.5,19,10,1,6,0.015,199,scenario6
LIC,1000000,Present,2,Oxford-AstraZeneca,0,1,1/1/2021,0.5,20,10,1,6,0.015,200,scenario6
