income_group,target_pop,hs_constraints,vaccine_doses,vaccine,max_coverage,age_groups_covered,age_groups_covered_d3,vacc_start,dt,repetition,seeding_cases,variant_fold_reduction,dose_3_fold_increase,vacc_per_week,scenario,name
UMIC,1000000,Present,2,Pfizer,0,14,14,1/1/2021,0.5,5,10,1,6,0.025,185,scenario1
UMIC,1000000,Present,2,Pfizer,0,14,14,1/1/2021,0.5,6,10,1,6,0.025,186,scenario1
UMIC,1000000,Present,2,Pfizer,0,14,14,1/1/2021,0.5,7,10,1,6,0.025,187,scenario1
UMIC,1000000,Present,2,Pfizer,0,14,14,1/1/2021,0.5,8,10,1,6,0.025,188,scenario1
UMIC,1000000,Present,2,Pfizer,0,14,14,1/1/2021,0.5,9,10,1,6,0.025,189,scenario1
UMIC,1000000,Present,2,Pfizer,0,14,14,1/1/2021,0.5,10,10,1,6,0.025,190,scenario1
UMIC,1000000,Present,2,Pfizer,0,14,14,1/1/2021,0.5,11,10,1,6,0.025,191,scenario1
UMIC,1000000,Present,2,Pfizer,0,14,14,1/1/2021,0.5,12,10,1,6,0.025,192,scenario1
UMIC,1000000,Present,2,Pfizer,0,14,14,1/1/2021,0.5,13,10,1,6,0.025,193,scenario1
UMIC,1000000,Present,2,Pfizer,0,14,14,1/1/2021,0.5,14,10,1,6,0.025,194,scenario1
UMIC,1000000,Present,2,Pfizer,0,14,14,1/1/2021,0.5,15,10,1,6,0.025,195,scenario1
UMIC,1000000,Present,2,Pfizer,0,14,14,1/1/2021,0.5,16,10,1,6,0.025,196,scenario1
UMIC,1000000,Present,2,Pfizer,0,14,14,1/1/2021,0.5,17,10,1,6,0.025,197,scenario1
UMIC,1000000,Present,2,Pfizer,0,14,14,1/1/2021,0.5,18,10,1,6,0.025,198,scenario1
UMIC,1000000,Present,2,Pfizer,0,14,14,1/1/2021,0.5,19,10,1,6,0.025,199,scenario1
UMIC,1000000,Present,2,Pfizer,0,14,14,1/1/2021,0.5,20,10,1,6,0.025,200,scenario1
