income_group,target_pop,hs_constraints,vaccine_doses,vaccine,max_coverage,age_groups_covered,age_groups_covered_d3,vacc_start,dt,repetition,seeding_cases,variant_fold_reduction,dose_3_fold_increase,vacc_per_week,ab_model_infection,period_s,t_period_l,t_d3,max_Rt,scenario,name,strategy
HIC,1000000,Present,2,Pfizer,0.9,16,5,1/1/2021,0.5,11,10,1,6,0.05,TRUE,150,200,180,4,124,rq1_hic_child_abmodel,realistic
HIC,1000000,Present,2,Pfizer,0.9,16,5,1/1/2021,0.5,12,10,1,6,0.05,TRUE,250,365,180,3,125,rq1_hic_child_abmodel,realistic
HIC,1000000,Present,2,Pfizer,0.9,16,5,1/1/2021,0.5,12,10,1,6,0.05,TRUE,250,365,180,4,126,rq1_hic_child_abmodel,realistic
HIC,1000000,Present,2,Pfizer,0.9,16,5,1/1/2021,0.5,12,10,1,6,0.05,TRUE,150,200,180,3,127,rq1_hic_child_abmodel,realistic
HIC,1000000,Present,2,Pfizer,0.9,16,5,1/1/2021,0.5,12,10,1,6,0.05,TRUE,150,200,180,4,128,rq1_hic_child_abmodel,realistic
HIC,1000000,Present,2,Pfizer,0.9,16,5,1/1/2021,0.5,13,10,1,6,0.05,TRUE,250,365,180,3,129,rq1_hic_child_abmodel,realistic
HIC,1000000,Present,2,Pfizer,0.9,16,5,1/1/2021,0.5,13,10,1,6,0.05,TRUE,250,365,180,4,130,rq1_hic_child_abmodel,realistic
HIC,1000000,Present,2,Pfizer,0.9,16,5,1/1/2021,0.5,13,10,1,6,0.05,TRUE,150,200,180,3,131,rq1_hic_child_abmodel,realistic
HIC,1000000,Present,2,Pfizer,0.9,16,5,1/1/2021,0.5,13,10,1,6,0.05,TRUE,150,200,180,4,132,rq1_hic_child_abmodel,realistic
HIC,1000000,Present,2,Pfizer,0.9,16,5,1/1/2021,0.5,14,10,1,6,0.05,TRUE,250,365,180,3,133,rq1_hic_child_abmodel,realistic
HIC,1000000,Present,2,Pfizer,0.9,16,5,1/1/2021,0.5,14,10,1,6,0.05,TRUE,250,365,180,4,134,rq1_hic_child_abmodel,realistic
HIC,1000000,Present,2,Pfizer,0.9,16,5,1/1/2021,0.5,14,10,1,6,0.05,TRUE,150,200,180,3,135,rq1_hic_child_abmodel,realistic
HIC,1000000,Present,2,Pfizer,0.9,16,5,1/1/2021,0.5,14,10,1,6,0.05,TRUE,150,200,180,4,136,rq1_hic_child_abmodel,realistic
HIC,1000000,Present,2,Pfizer,0.9,16,5,1/1/2021,0.5,15,10,1,6,0.05,TRUE,250,365,180,3,137,rq1_hic_child_abmodel,realistic
HIC,1000000,Present,2,Pfizer,0.9,16,5,1/1/2021,0.5,15,10,1,6,0.05,TRUE,250,365,180,4,138,rq1_hic_child_abmodel,realistic
HIC,1000000,Present,2,Pfizer,0.9,16,5,1/1/2021,0.5,15,10,1,6,0.05,TRUE,150,200,180,3,139,rq1_hic_child_abmodel,realistic
HIC,1000000,Present,2,Pfizer,0.9,16,5,1/1/2021,0.5,15,10,1,6,0.05,TRUE,150,200,180,4,140,rq1_hic_child_abmodel,realistic
HIC,1000000,Present,2,Pfizer,0.9,16,5,1/1/2021,0.5,16,10,1,6,0.05,TRUE,250,365,180,3,141,rq1_hic_child_abmodel,realistic
HIC,1000000,Present,2,Pfizer,0.9,16,5,1/1/2021,0.5,16,10,1,6,0.05,TRUE,250,365,180,4,142,rq1_hic_child_abmodel,realistic
HIC,1000000,Present,2,Pfizer,0.9,16,5,1/1/2021,0.5,16,10,1,6,0.05,TRUE,150,200,180,3,143,rq1_hic_child_abmodel,realistic
HIC,1000000,Present,2,Pfizer,0.9,16,5,1/1/2021,0.5,16,10,1,6,0.05,TRUE,150,200,180,4,144,rq1_hic_child_abmodel,realistic
HIC,1000000,Present,2,Pfizer,0.9,16,5,1/1/2021,0.5,17,10,1,6,0.05,TRUE,250,365,180,3,145,rq1_hic_child_abmodel,realistic
HIC,1000000,Present,2,Pfizer,0.9,16,5,1/1/2021,0.5,17,10,1,6,0.05,TRUE,250,365,180,4,146,rq1_hic_child_abmodel,realistic
HIC,1000000,Present,2,Pfizer,0.9,16,5,1/1/2021,0.5,17,10,1,6,0.05,TRUE,150,200,180,3,147,rq1_hic_child_abmodel,realistic
HIC,1000000,Present,2,Pfizer,0.9,16,5,1/1/2021,0.5,17,10,1,6,0.05,TRUE,150,200,180,4,148,rq1_hic_child_abmodel,realistic
HIC,1000000,Present,2,Pfizer,0.9,16,5,1/1/2021,0.5,18,10,1,6,0.05,TRUE,250,365,180,3,149,rq1_hic_child_abmodel,realistic
HIC,1000000,Present,2,Pfizer,0.9,16,5,1/1/2021,0.5,18,10,1,6,0.05,TRUE,250,365,180,4,150,rq1_hic_child_abmodel,realistic
HIC,1000000,Present,2,Pfizer,0.9,16,5,1/1/2021,0.5,18,10,1,6,0.05,TRUE,150,200,180,3,151,rq1_hic_child_abmodel,realistic
HIC,1000000,Present,2,Pfizer,0.9,16,5,1/1/2021,0.5,18,10,1,6,0.05,TRUE,150,200,180,4,152,rq1_hic_child_abmodel,realistic
HIC,1000000,Present,2,Pfizer,0.9,16,5,1/1/2021,0.5,19,10,1,6,0.05,TRUE,250,365,180,3,153,rq1_hic_child_abmodel,realistic
HIC,1000000,Present,2,Pfizer,0.9,16,5,1/1/2021,0.5,19,10,1,6,0.05,TRUE,250,365,180,4,154,rq1_hic_child_abmodel,realistic
HIC,1000000,Present,2,Pfizer,0.9,16,5,1/1/2021,0.5,19,10,1,6,0.05,TRUE,150,200,180,3,155,rq1_hic_child_abmodel,realistic
HIC,1000000,Present,2,Pfizer,0.9,16,5,1/1/2021,0.5,19,10,1,6,0.05,TRUE,150,200,180,4,156,rq1_hic_child_abmodel,realistic
HIC,1000000,Present,2,Pfizer,0.9,16,5,1/1/2021,0.5,20,10,1,6,0.05,TRUE,250,365,180,3,157,rq1_hic_child_abmodel,realistic
HIC,1000000,Present,2,Pfizer,0.9,16,5,1/1/2021,0.5,20,10,1,6,0.05,TRUE,250,365,180,4,158,rq1_hic_child_abmodel,realistic
HIC,1000000,Present,2,Pfizer,0.9,16,5,1/1/2021,0.5,20,10,1,6,0.05,TRUE,150,200,180,3,159,rq1_hic_child_abmodel,realistic
HIC,1000000,Present,2,Pfizer,0.9,16,5,1/1/2021,0.5,20,10,1,6,0.05,TRUE,150,200,180,4,160,rq1_hic_child_abmodel,realistic
HIC,1000000,Present,2,Pfizer,0.9,17,5,1/1/2021,0.5,1,10,1,6,0.05,TRUE,250,365,180,3,161,rq1_hic_child_abmodel,realistic
HIC,1000000,Present,2,Pfizer,0.9,17,5,1/1/2021,0.5,1,10,1,6,0.05,TRUE,250,365,180,4,162,rq1_hic_child_abmodel,realistic
HIC,1000000,Present,2,Pfizer,0.9,17,5,1/1/2021,0.5,1,10,1,6,0.05,TRUE,150,200,180,3,163,rq1_hic_child_abmodel,realistic
HIC,1000000,Present,2,Pfizer,0.9,17,5,1/1/2021,0.5,1,10,1,6,0.05,TRUE,150,200,180,4,164,rq1_hic_child_abmodel,realistic
HIC,1000000,Present,2,Pfizer,0.9,17,5,1/1/2021,0.5,2,10,1,6,0.05,TRUE,250,365,180,3,165,rq1_hic_child_abmodel,realistic
